Entity,Code,Year,Cement (tonnes),Flaring (tonnes),Oil (tonnes),Coal (tonnes),Gas (tonnes)
Angola,AGO,1986,175872,2366944,1868640,0,245488
Angola,AGO,1987,175872,2414576,2923872,0,296784
Angola,AGO,1988,498304,2421904,1905280,0,300448
Angola,AGO,1989,498304,2440224,1744064,0,318768
Angola,AGO,1990,128240,1498576,2476864,0,1011264
Angola,AGO,1991,128240,1593840,2282672,0,1084544
Angola,AGO,1992,150224,1685440,2290000,0,1066224
Angola,AGO,1993,124576,1630480,2967840,0,1047904
Angola,AGO,1994,120912,1498576,1297056,0,970960
Angola,AGO,1995,98928,1403312,8416208,0,1047904
Angola,AGO,1996,135568,2227712,7038544,0,1047904
Angola,AGO,1997,150224,2828608,3330576,0,1066224
Angola,AGO,1998,175872,3279280,2762656,0,1084544
Angola,AGO,1999,102592,4290544,3707968,0,1047904
Angola,AGO,2000,98928,4682592,3667664,0,1084544
Angola,AGO,2001,274800,4158640,4301536,0,989280
Angola,AGO,2002,296784,6181168,5019680,0,1157824
Angola,AGO,2003,348080,655856,6837024,0,1216448
Angola,AGO,2004,377392,11926320,5034336,0,1439952
Angola,AGO,2005,655856,12501568,4733888,0,1249424
Angola,AGO,2006,685168,12501568,7756688,0,1304384
Angola,AGO,2007,696160,14040448,8800928,0,1593840
Angola,AGO,2008,886688,13311312,10218896,0,1271408
Angola,AGO,2009,897680,13285664,12296384,0,1289728
Angola,AGO,2010,747456,13545808,13369936,0,1370336
Angola,AGO,2011,747456,13816944,14344560,0,1406976
Angola,AGO,2012,798752,13963504,17187824,0,1421632
Angola,AGO,2013,996608,13465200,17360032,0,765776
Angola,AGO,2014,1245760,13454208,19455840,0,578912
Anguilla,AIA,1990,0,0,51296,0,0
Anguilla,AIA,1991,0,0,51296,0,0
Anguilla,AIA,1992,0,0,54960,0,0
Anguilla,AIA,1993,0,0,65952,0,0
Anguilla,AIA,1994,0,0,65952,0,0
Anguilla,AIA,1995,0,0,65952,0,0
Anguilla,AIA,1996,0,0,69616,0,0
Anguilla,AIA,1997,0,0,69616,0,0
Anguilla,AIA,1998,0,0,76944,0,0
Anguilla,AIA,1999,0,0,80608,0,0
Anguilla,AIA,2000,0,0,87936,0,0
Anguilla,AIA,2001,0,0,95264,0,0
Anguilla,AIA,2002,0,0,95264,0,0
Anguilla,AIA,2003,0,0,102592,0,0
Anguilla,AIA,2004,0,0,120912,0,0
Anguilla,AIA,2005,0,0,128240,0,0
Anguilla,AIA,2006,0,0,142896,0,0
Anguilla,AIA,2007,0,0,150224,0,0
Anguilla,AIA,2008,0,0,150224,0,0
Anguilla,AIA,2009,0,0,146560,0,0
Anguilla,AIA,2010,0,0,150224,0,0
Anguilla,AIA,2011,0,0,142896,0,0
Anguilla,AIA,2012,0,0,142896,0,0
Anguilla,AIA,2013,0,0,135568,0,0
Anguilla,AIA,2014,0,0,142896,0,0
Antarctic Fisheries,,1987,0,0,3664,0,0
Antarctic Fisheries,,1988,0,0,7328,0,0
Antarctic Fisheries,,1989,0,0,7328,0,0
Antarctic Fisheries,,1990,0,0,10992,0,0
Antarctic Fisheries,,1991,0,0,14656,0,0
Antarctic Fisheries,,1992,0,0,14656,0,0
Antarctic Fisheries,,1993,0,0,14656,0,0
Antarctic Fisheries,,1994,0,0,14656,0,0
Antarctic Fisheries,,1995,0,0,3664,0,0
Antarctic Fisheries,,1996,0,0,3664,0,0
Antarctic Fisheries,,1997,0,0,3664,0,0
Antarctic Fisheries,,1998,0,0,3664,0,0
Antarctic Fisheries,,1999,0,0,3664,0,0
Antarctic Fisheries,,2000,0,0,3664,0,0
Antarctic Fisheries,,2001,0,0,3664,0,0
Antarctic Fisheries,,2002,0,0,3664,0,0
Antarctic Fisheries,,2003,0,0,3664,0,0
Antarctic Fisheries,,2004,0,0,7328,0,0
Antarctic Fisheries,,2005,0,0,7328,0,0
Antarctic Fisheries,,2006,0,0,7328,0,0
Antarctic Fisheries,,2007,0,0,10992,0,0
Antigua and Barbuda,ATG,1957,0,0,21984,0,0
Antigua and Barbuda,ATG,1958,0,0,29312,0,0
Antigua and Barbuda,ATG,1959,0,0,29312,0,0
Antigua and Barbuda,ATG,1960,0,0,36640,0,0
Antigua and Barbuda,ATG,1961,0,0,47632,0,0
Antigua and Barbuda,ATG,1962,0,0,102592,0,0
Antigua and Barbuda,ATG,1963,0,0,84272,0,0
Antigua and Barbuda,ATG,1964,0,0,91600,0,0
Antigua and Barbuda,ATG,1965,0,0,150224,0,0
Antigua and Barbuda,ATG,1966,0,0,348080,0,0
Antigua and Barbuda,ATG,1967,0,0,564256,0,0
Antigua and Barbuda,ATG,1968,0,0,989280,0,0
Antigua and Barbuda,ATG,1969,0,0,1256752,0,0
Antigua and Barbuda,ATG,1970,0,0,461664,0,0
Antigua and Barbuda,ATG,1971,0,0,425024,0,0
Antigua and Barbuda,ATG,1972,0,0,373728,0,0
Antigua and Barbuda,ATG,1973,0,0,329760,0,0
Antigua and Barbuda,ATG,1974,0,0,428688,0,0
Antigua and Barbuda,ATG,1975,0,0,707152,0,0
Antigua and Barbuda,ATG,1976,0,0,403040,0,0
Antigua and Barbuda,ATG,1977,0,0,465328,0,0
Antigua and Barbuda,ATG,1978,0,0,490976,0,0
Antigua and Barbuda,ATG,1979,0,0,406704,0,0
Antigua and Barbuda,ATG,1980,0,0,142896,0,0
Antigua and Barbuda,ATG,1981,0,0,106256,0,0
Antigua and Barbuda,ATG,1982,0,0,293120,0,0
Antigua and Barbuda,ATG,1983,0,0,84272,0,0
Antigua and Barbuda,ATG,1984,0,0,146560,0,0
Antigua and Barbuda,ATG,1985,0,0,249152,0,0
Antigua and Barbuda,ATG,1986,0,0,249152,0,0
Antigua and Barbuda,ATG,1987,0,0,274800,0,0
Antigua and Barbuda,ATG,1988,0,0,285792,0,0
Antigua and Barbuda,ATG,1989,0,0,285792,0,0
Antigua and Barbuda,ATG,1990,0,0,282128,0,0
Antigua and Barbuda,ATG,1991,0,0,267472,0,0
Antigua and Barbuda,ATG,1992,0,0,263808,0,0
Antigua and Barbuda,ATG,1993,0,0,271136,0,0
Antigua and Barbuda,ATG,1994,0,0,267472,0,0
Antigua and Barbuda,ATG,1995,0,0,274800,0,0
Antigua and Barbuda,ATG,1996,0,0,293120,0,0
Antigua and Barbuda,ATG,1997,0,0,307776,0,0
Antigua and Barbuda,ATG,1998,0,0,318768,0,0
Antigua and Barbuda,ATG,1999,0,0,329760,0,0
Antigua and Barbuda,ATG,2000,0,0,344416,0,0
Antigua and Barbuda,ATG,2001,0,0,348080,0,0
Antigua and Barbuda,ATG,2002,0,0,370064,0,0
Antigua and Barbuda,ATG,2003,0,0,403040,0,0
Antigua and Barbuda,ATG,2004,0,0,421360,0,0
Antigua and Barbuda,ATG,2005,0,0,428688,0,0
Antigua and Barbuda,ATG,2006,0,0,443344,0,0
Antigua and Barbuda,ATG,2007,0,0,468992,0,0
Antigua and Barbuda,ATG,2008,0,0,479984,0,0
Antigua and Barbuda,ATG,2009,0,0,509296,0,0
Antigua and Barbuda,ATG,2010,0,0,523952,0,0
Antigua and Barbuda,ATG,2011,0,0,512960,0,0
Antigua and Barbuda,ATG,2012,0,0,523952,0,0
Antigua and Barbuda,ATG,2013,0,0,523952,0,0
Antigua and Barbuda,ATG,2014,0,0,531280,0,0
Argentina,ARG,1887,0,,0,1084544,0
Argentina,ARG,1888,0,,0,890352,0
Argentina,ARG,1889,0,,0,1755056,0
Argentina,ARG,1890,0,,0,1370336,0
Argentina,ARG,1891,0,,0,937984,0
Argentina,ARG,1892,0,,0,1384992,0
Argentina,ARG,1893,0,,0,1553536,0
Argentina,ARG,1894,0,,0,1993216,0
Argentina,ARG,1895,0,,0,2264352,0
Argentina,ARG,1896,0,,0,2304656,0
Argentina,ARG,1897,0,,0,2081152,0
Argentina,ARG,1898,0,,0,2348624,0
Argentina,ARG,1899,0,,0,2920208,0
Argentina,ARG,1900,0,,0,2070160,0
Argentina,ARG,1901,0,,0,2491520,0
Argentina,ARG,1902,0,,0,2813952,0
Argentina,ARG,1903,0,,0,2861584,0
Argentina,ARG,1904,0,,0,3795904,0
Argentina,ARG,1905,0,,0,3982768,0
Argentina,ARG,1906,0,,0,6254448,0
Argentina,ARG,1907,0,,0,6254448,0
Argentina,ARG,1908,0,,7328,7610128,0
Argentina,ARG,1909,0,,10992,5928352,0
Argentina,ARG,1910,0,,10992,8899856,0
Argentina,ARG,1911,0,,7328,9936768,0
Argentina,ARG,1912,0,,21984,9456784,0
Argentina,ARG,1913,0,,58624,10083328,0
Argentina,ARG,1914,0,,120912,8544448,3664
Argentina,ARG,1915,0,,227168,6697792,10992
Argentina,ARG,1916,0,,384720,4583664,14656
Argentina,ARG,1917,0,,542272,1663456,25648
Argentina,ARG,1918,0,,600896,1890624,29312
Argentina,ARG,1919,0,,593568,3103408,29312
Argentina,ARG,1920,0,,732800,5122272,36640
Argentina,ARG,1921,0,,926992,4565344,47632
Argentina,ARG,1922,0,,1348352,5891712,62288
Argentina,ARG,1923,0,,1524224,6840688,76944
Argentina,ARG,1924,0,,2077488,8753296,128240
Argentina,ARG,1925,0,,2722352,8350256,164880
Argentina,ARG,1926,0,,3513776,7448912,293120
Argentina,ARG,1927,0,,3854528,9255264,260144
Argentina,ARG,1928,117248,,4041392,8284304,296784
Argentina,ARG,1929,175872,,4176960,8320944,458000
Argentina,ARG,1930,190528,,4004752,8119424,454336
Argentina,ARG,1931,267472,,5067312,6946944,564256
Argentina,ARG,1932,249152,,5752480,6331392,769440
Argentina,ARG,1933,256480,,5983312,5957664,1033248
Argentina,ARG,1934,282128,,6129872,6580544,1249424
Argentina,ARG,1935,359072,,6247120,6335056,1055232
Argentina,ARG,1936,414032,,6785728,6987248,912336
Argentina,ARG,1937,516624,,7177776,8159728,864704
Argentina,ARG,1938,619216,,7496544,7393952,839056
Argentina,ARG,1939,560592,,8170720,7764016,886688
Argentina,ARG,1940,538608,,9042752,5367760,916000
Argentina,ARG,1941,582576,,9661968,2685712,1014928
Argentina,ARG,1942,534944,,10405760,1384992,1154160
Argentina,ARG,1943,476320,,10900400,1549872,1157824
Argentina,ARG,1944,538608,,10636592,1648800,1132176
Argentina,ARG,1945,542272,,10043024,2044512,1040576
Argentina,ARG,1946,567920,,9130688,3041120,967296
Argentina,ARG,1947,677840,,9588688,3253632,996608
Argentina,ARG,1948,622880,,10193248,5814768,765776
Argentina,ARG,1949,721808,,9914784,3598048,1135840
Argentina,ARG,1950,784096,0,25582048,3561408,0
Argentina,ARG,1951,776768,0,27304128,5470352,1417968
Argentina,ARG,1952,773104,0,29286352,4506720,1535216
Argentina,ARG,1953,824400,0,30008160,3114400,1194464
Argentina,ARG,1954,850048,0,30979120,3722624,1209120
Argentina,ARG,1955,930656,0,34199776,3209664,1227440
Argentina,ARG,1956,1029584,0,38156896,3814224,1304384
Argentina,ARG,1957,1179808,0,41619376,3359888,1458272
Argentina,ARG,1958,1231104,0,37709888,3781248,1480256
Argentina,ARG,1959,1179808,0,42575680,3729952,1472928
Argentina,ARG,1960,1315376,0,41190688,3905824,2363280
Argentina,ARG,1961,1447280,0,42121344,3539424,4030400
Argentina,ARG,1962,1458272,0,45078192,2007872,5107616
Argentina,ARG,1963,1264080,0,40644752,2304656,5829424
Argentina,ARG,1964,1450944,0,45210096,2557472,6466960
Argentina,ARG,1965,1645136,0,47324224,2601440,7247392
Argentina,ARG,1966,1736736,2344960,48569984,2586784,7848288
Argentina,ARG,1967,1769712,2795632,49771776,2938528,8207360
Argentina,ARG,1968,2081152,2876240,52560080,2366944,9141680
Argentina,ARG,1969,2165424,2832272,60573248,2590448,9105040
Argentina,ARG,1970,2363280,2810288,63925808,3286608,10281184
Argentina,ARG,1971,2755328,2843264,69319216,2927536,11021312
Argentina,ARG,1972,2715024,2744336,69297232,2857920,12468592
Argentina,ARG,1973,2583120,3129056,71209840,2879904,14187008
Argentina,ARG,1974,2685712,3063104,71451664,3367216,14923472
Argentina,ARG,1975,2722352,3902160,68912512,3594384,15722224
Argentina,ARG,1976,2846928,5283488,71865696,3238976,16466016
Argentina,ARG,1977,2989824,5408064,72704752,2704032,16905696
Argentina,ARG,1978,3147376,6250784,72898944,3832544,16425712
Argentina,ARG,1979,3323248,6598864,79072784,3601712,18015888
Argentina,ARG,1980,3554080,6155520,76507984,2865248,19565760
Argentina,ARG,1981,3312256,5144256,70059344,2956848,20485424
Argentina,ARG,1982,2802960,5594928,69029760,2660064,23248080
Argentina,ARG,1983,2802960,5195552,68674352,2191072,26263552
Argentina,ARG,1984,2601440,7148464,67234400,2147104,27300464
Argentina,ARG,1985,2308320,6188496,60437680,2773648,28810032
Argentina,ARG,1986,2766320,4803504,62200064,3392864,30964464
Argentina,ARG,1987,3140048,4777856,66453968,3777584,36698624
Argentina,ARG,1988,3015472,5869728,66230464,4023072,42231264
Argentina,ARG,1989,2227712,6261776,59752512,4143984,44609200
Argentina,ARG,1990,1799024,4785184,59188256,3070432,43213216
Argentina,ARG,1991,1692768,4103680,61232768,2689376,47283920
Argentina,ARG,1992,2517168,3997424,63632688,2802960,48302512
Argentina,ARG,1993,2813952,4752208,67150128,2300992,40805968
Argentina,ARG,1994,3129056,5737824,67205088,3561408,42678272
Argentina,ARG,1995,2715024,5411728,62833936,3700640,53193952
Argentina,ARG,1996,2550144,5778128,65922688,3099744,57543120
Argentina,ARG,1997,3418512,3323248,66868000,2777312,61503904
Argentina,ARG,1998,3532096,2139776,69575696,2839600,61613824
Argentina,ARG,1999,3579728,1494912,72012256,2154432,67619120
Argentina,ARG,2000,3048448,1058896,66820368,1656128,69436464
Argentina,ARG,2001,2762656,1088208,63662000,1289728,64808832
Argentina,ARG,2002,1949248,1447280,57495488,1099200,62617760
Argentina,ARG,2003,2601440,1934592,59356800,1989552,69070064
Argentina,ARG,2004,3118064,1421632,67813312,2198400,82912656
Argentina,ARG,2005,3784912,1157824,71799744,3268288,81967344
Argentina,ARG,2006,4448096,1198128,81912384,3865520,83868960
Argentina,ARG,2007,4785184,1458272,77951600,3660336,87177552
Argentina,ARG,2008,4836480,1461936,88657808,3876512,90119744
Argentina,ARG,2009,4675264,1531552,82381376,3231648,87994624
Argentina,ARG,2010,5195552,1491248,90156384,3990096,86928400
Argentina,ARG,2011,5778128,1469264,86921072,4722896,92585616
Argentina,ARG,2012,5338448,1553536,85602032,4323520,95381248
Argentina,ARG,2013,5924688,1868640,88764064,2377936,90760944
Argentina,ARG,2014,5682864,1634144,94109840,5818432,96612352
Armenia,ARM,1992,197856,0,1773376,373728,3477136
Armenia,ARM,1993,98928,0,937984,7328,1505904
Armenia,ARM,1994,51296,0,941648,95264,1615824
Armenia,ARM,1995,113584,0,670512,7328,2616096
Armenia,ARM,1996,139232,0,366400,14656,2040848
Armenia,ARM,1997,146560,0,392048,14656,2678384
Armenia,ARM,1998,150224,0,406704,14656,2791968
Armenia,ARM,1999,142896,0,586240,7328,2275344
Armenia,ARM,2000,109920,0,787760,0,2564800
Armenia,ARM,2001,150224,0,776768,0,2612432
Armenia,ARM,2002,175872,0,817072,47632,2004208
Armenia,ARM,2003,190528,0,934320,73280,2227712
Armenia,ARM,2004,249152,0,919664,0,2473200
Armenia,ARM,2005,300448,0,981952,3664,3063104
Armenia,ARM,2006,311440,0,919664,3664,3140048
Armenia,ARM,2007,359072,0,923328,14656,3759264
Armenia,ARM,2008,384720,0,1033248,18320,4122000
Armenia,ARM,2009,234496,0,952640,0,3169360
Armenia,ARM,2010,241824,0,1007600,10992,2953184
Armenia,ARM,2011,208848,0,941648,7328,3755600
Armenia,ARM,2012,219840,0,894016,7328,4565344
Armenia,ARM,2013,216176,0,850048,3664,4422448
Armenia,ARM,2014,212512,0,857376,0,4455424
Aruba,ABW,1986,0,0,179536,0,0
Aruba,ABW,1987,0,0,447008,0,0
Aruba,ABW,1988,0,0,611888,0,0
Aruba,ABW,1989,0,0,648528,0,0
Aruba,ABW,1990,0,0,1637808,0,0
Aruba,ABW,1991,0,0,1681776,0,0
Aruba,ABW,1992,0,0,1461936,0,0
Aruba,ABW,1993,0,0,1593840,0,0
Aruba,ABW,1994,0,0,1612160,0,0
Aruba,ABW,1995,0,0,1667120,0,0
Aruba,ABW,1996,0,0,1689104,0,0
Aruba,ABW,1997,0,0,1744064,0,0
Aruba,ABW,1998,0,0,1795360,0,0
Aruba,ABW,1999,0,0,1806352,0,0
Aruba,ABW,2000,0,0,2377936,0,0
Aruba,ABW,2001,0,0,2407248,0,0
Aruba,ABW,2002,0,0,2436560,0,0
Aruba,ABW,2003,0,0,2561136,0,0
Aruba,ABW,2004,0,0,2616096,0,0
Aruba,ABW,2005,0,0,2718688,0,0
Aruba,ABW,2006,0,0,2715024,0,0
Aruba,ABW,2007,0,0,2821280,0,0
Aruba,ABW,2008,0,0,2656400,0,0
Aruba,ABW,2009,0,0,2627088,0,0
Aruba,ABW,2010,0,0,2506176,0,0
Aruba,ABW,2011,0,0,2498848,0,0
Aruba,ABW,2012,0,0,1348352,0,0
Aruba,ABW,2013,0,0,861040,0,0
Aruba,ABW,2014,0,0,872032,0,0
Asia,,1751,0,0,0,0,0
Asia,,1752,0,0,0,0,0
Asia,,1753,0,0,0,0,0
Asia,,1754,0,0,0,0,0
Asia,,1755,0,0,0,0,0
Asia,,1756,0,0,0,0,0
Asia,,1757,0,0,0,0,0
Asia,,1758,0,0,0,0,0
Asia,,1759,0,0,0,0,0
Asia,,1760,0,0,0,0,0
Asia,,1761,0,0,0,0,0
Asia,,1762,0,0,0,0,0
Asia,,1763,0,0,0,0,0
Asia,,1764,0,0,0,0,0
Asia,,1765,0,0,0,0,0
Asia,,1766,0,0,0,0,0
Asia,,1767,0,0,0,0,0
Asia,,1768,0,0,0,0,0
Asia,,1769,0,0,0,0,0
Asia,,1770,0,0,0,0,0
Asia,,1771,0,0,0,0,0
Asia,,1772,0,0,0,0,0
Asia,,1773,0,0,0,0,0
Asia,,1774,0,0,0,0,0
Asia,,1775,0,0,0,0,0
Asia,,1776,0,0,0,0,0
Asia,,1777,0,0,0,0,0
Asia,,1778,0,0,0,0,0
Asia,,1779,0,0,0,0,0
Asia,,1780,0,0,0,0,0
Asia,,1781,0,0,0,0,0
Asia,,1782,0,0,0,0,0
Asia,,1783,0,0,0,0,0
Asia,,1784,0,0,0,0,0
Asia,,1785,0,0,0,0,0
Asia,,1786,0,0,0,0,0
Asia,,1787,0,0,0,0,0
Asia,,1788,0,0,0,0,0
Asia,,1789,0,0,0,0,0
Asia,,1790,0,0,0,0,0
Asia,,1791,0,0,0,0,0
Asia,,1792,0,0,0,0,0
Asia,,1793,0,0,0,0,0
Asia,,1794,0,0,0,0,0
Asia,,1795,0,0,0,0,0
Asia,,1796,0,0,0,0,0
Asia,,1797,0,0,0,0,0
Asia,,1798,0,0,0,0,0
Asia,,1799,0,0,0,0,0
Asia,,1800,0,0,0,0,0
Asia,,1801,0,0,0,0,0
Asia,,1802,0,0,0,0,0
Asia,,1803,0,0,0,0,0
Asia,,1804,0,0,0,0,0
Asia,,1805,0,0,0,0,0
Asia,,1806,0,0,0,0,0
Asia,,1807,0,0,0,0,0
Asia,,1808,0,0,0,0,0
Asia,,1809,0,0,0,0,0
Asia,,1810,0,0,0,0,0
Asia,,1811,0,0,0,0,0
Asia,,1812,0,0,0,0,0
Asia,,1813,0,0,0,0,0
Asia,,1814,0,0,0,0,0
Asia,,1815,0,0,0,0,0
Asia,,1816,0,0,0,0,0
Asia,,1817,0,0,0,0,0
Asia,,1818,0,0,0,0,0
Asia,,1819,0,0,0,0,0
Asia,,1820,0,0,0,0,0
Asia,,1821,0,0,0,0,0
Asia,,1822,0,0,0,0,0
Asia,,1823,0,0,0,0,0
Asia,,1824,0,0,0,0,0
Asia,,1825,0,0,0,0,0
Asia,,1826,0,0,0,0,0
Asia,,1827,0,0,0,0,0
Asia,,1828,0,0,0,0,0
Asia,,1829,0,0,0,0,0
Asia,,1830,0,0,0,0,0
Asia,,1831,0,0,0,0,0
Asia,,1832,0,0,0,0,0
Asia,,1833,0,0,0,0,0
Asia,,1834,0,0,0,0,0
Asia,,1835,0,0,0,0,0
Asia,,1836,0,0,0,0,0
Asia,,1837,0,0,0,0,0
Asia,,1838,0,0,0,0,0
Asia,,1839,0,0,0,0,0
Asia,,1840,0,0,0,0,0
Asia,,1841,0,0,0,0,0
Asia,,1842,0,0,0,0,0
Asia,,1843,0,0,0,0,0
Asia,,1844,0,0,0,0,0
Asia,,1845,0,0,0,0,0
Asia,,1846,0,0,0,0,0
Asia,,1847,0,0,0,0,0
Asia,,1848,0,0,0,0,0
Asia,,1849,0,0,0,0,0
Asia,,1850,0,0,0,0,0
Asia,,1851,0,0,0,0,0
Asia,,1852,0,0,0,0,0
Asia,,1853,0,0,0,0,0
Asia,,1854,0,0,0,0,0
Asia,,1855,0,0,0,0,0
Asia,,1856,0,0,0,0,0
Asia,,1857,0,0,0,0,0
Asia,,1858,0,0,0,436016,0
Asia,,1859,0,0,0,703488,0
Asia,,1860,0,0,0,710816,0
Asia,,1861,0,0,0,549600,0
Asia,,1862,0,0,0,608224,0
Asia,,1863,0,0,0,674176,0
Asia,,1864,0,0,0,637536,0
Asia,,1865,0,0,0,626544,0
Asia,,1866,0,0,0,707152,0
Asia,,1867,0,0,0,1952912,0
Asia,,1868,0,0,73280,1780704,0
Asia,,1869,0,0,109920,1963904,0
Asia,,1870,0,0,98928,1919936,0
Asia,,1871,0,0,227168,2176416,0
Asia,,1872,0,0,150224,2531824,0
Asia,,1873,0,0,296784,2689376,0
Asia,,1874,0,0,205184,2491520,0
Asia,,1875,0,0,355408,2671056,0
Asia,,1876,0,0,344416,3011808,0
Asia,,1877,0,0,436016,3290272,0
Asia,,1878,0,0,633872,3748272,0
Asia,,1879,0,0,655856,4198944,0
Asia,,1880,0,0,718144,4521376,0
Asia,,1881,0,0,820736,5118608,0
Asia,,1882,0,0,1311712,5118608,0
Asia,,1883,0,0,930656,5730496,0
Asia,,1884,0,0,1300720,7258384,0
Asia,,1885,0,0,1392320,7914240,0
Asia,,1886,0,0,1846656,8401552,0
Asia,,1887,0,0,1952912,9548384,0
Asia,,1888,0,0,1817344,10497360,0
Asia,,1889,0,0,1945584,12483248,0
Asia,,1890,0,0,3326912,13534816,0
Asia,,1891,0,0,2619760,15106672,0
Asia,,1892,0,0,820736,5331120,0
Asia,,1893,0,0,1311712,5781792,0
Asia,,1894,0,0,930656,6034608,0
Asia,,1895,0,0,1300720,7437920,0
Asia,,1896,0,0,1392320,8276976,0
Asia,,1897,0,0,1846656,8925504,0
Asia,,1898,0,0,1952912,10204240,0
Asia,,1899,0,0,1817344,11325424,0
Asia,,1900,0,0,1945584,12996208,0
Asia,,1901,0,0,3326912,14036784,0
Asia,,1902,0,0,2619760,15597648,0
Asia,,1903,0,0,4294208,17660480,0
Asia,,1904,0,0,5008688,19573088,0
Asia,,1905,0,0,5594928,20404816,0
Asia,,1906,0,0,5979648,38072624,0
Asia,,1907,0,0,6587872,40663072,0
Asia,,1908,0,0,7027552,49881696,0
Asia,,1909,0,0,8148736,46880880,0
Asia,,1910,0,0,7181440,45796336,0
Asia,,1911,0,0,7764016,56026224,0
Asia,,1912,0,0,7152128,41886848,0
Asia,,1913,0,0,7698064,46008848,0
Asia,,1914,0,0,7544176,51508512,0
Asia,,1915,0,0,7906912,54073312,0
Asia,,1916,0,0,8529792,57191376,0
Asia,,1917,0,0,8496816,61042240,0
Asia,,1918,0,0,8416208,67948880,0
Asia,,1919,0,0,8951152,76156240,0
Asia,,1920,0,0,9394496,70678560,0
Asia,,1921,0,0,9911120,72543536,142896
Asia,,1922,0,0,10442400,73851584,150224
Asia,,1923,0,0,11673504,81619264,333424
Asia,,1924,0,0,11589232,89097488,421360
Asia,,1925,0,0,12318368,88093552,655856
Asia,,1926,0,0,12223104,85140368,553264
Asia,,1927,0,0,13681376,92314480,531280
Asia,,1928,439680,0,15597648,95102784,714480
Asia,,1929,578912,0,18832960,99246768,934320
Asia,,1930,578912,0,18287024,101796912,802416
Asia,,1931,626544,0,17330720,97433088,1256752
Asia,,1932,597232,0,17418656,91713584,1315376
Asia,,1933,608224,0,18521520,95011184,1645136
Asia,,1934,798752,0,19847888,107717936,1795360
Asia,,1935,1066224,0,20459776,119431744,1784368
Asia,,1936,1520560,0,22244144,128470832,1718416
Asia,,1937,1652464,0,25409840,130782816,1916272
Asia,,1938,322432,0,26651936,135366480,2066496
Asia,,1939,1205456,0,30803248,150289952,2330304
Asia,,1940,523952,0,30700656,177495152,2458544
Asia,,1941,2846928,0,29777328,199002832,219840
Asia,,1942,2682048,0,15388800,195485392,161216
Asia,,1943,2784640,0,23394640,172358224,98928
Asia,,1944,2257024,0,13336960,172563408,113584
Asia,,1945,1194464,0,5726832,110077552,69616
Asia,,1946,1212784,0,2942192,92395088,128240
Asia,,1947,1256752,0,9903792,97334160,139232
Asia,,1948,1370336,0,11200848,92087312,817072
Asia,,1949,1927264,0,31125680,131643856,2344960
Asia,,1950,2440224,0,28736752,151528384,1641472
Asia,,1951,3334240,0,32693872,178264592,1930928
Asia,,1952,4345504,0,38252160,210734960,2487856
Asia,,1953,5191888,0,41590064,216846512,3066768
Asia,,1954,6118880,0,50094208,246913296,3499120
Asia,,1955,6151856,0,64120000,282666608,4246576
Asia,,1956,7441584,0,70257200,308834896,4810832
Asia,,1957,8405216,0,70290176,358720256,5283488
Asia,,1958,10555984,0,78852944,633498272,5360432
Asia,,1959,12966896,0,88884976,832772240,6111552
Asia,,1960,14516768,0,93695808,903318896,8328272
Asia,,1961,12552864,0,103434720,689018864,9632656
Asia,,1962,13340624,43968,108956368,597297952,9753568
Asia,,1963,15070032,135568,119252208,604354816,9991728
Asia,,1964,16231520,476320,131596224,600848368,10647584
Asia,,1965,17671472,751120,149084496,652855184,12615152
Asia,,1966,18763344,831728,176414272,695460176,13761984
Asia,,1967,18664416,1454608,192792352,616552272,15253232
Asia,,1968,20991056,1370336,232169360,654009344,16561280
Asia,,1969,23394640,1260416,271714912,745847504,17759408
Asia,,1970,24688032,14483792,337831792,921730496,15916416
Asia,,1971,33609872,15469408,380191296,1028389536,19038144
Asia,,1972,34793344,18997840,418128352,1050080416,22405360
Asia,,1973,37860112,20415808,463954000,1079780800,27414048
Asia,,1974,38285136,21379440,481951568,1086485920,32745168
Asia,,1975,43733504,20247264,520079152,1244734080,38112928
Asia,,1976,57480832,22013312,590164144,1261258720,42572016
Asia,,1977,63607040,30638368,640932528,1368346448,49687504
Asia,,1978,70638256,35434544,709969616,1477973328,55681808
Asia,,1979,76277152,35214704,737456944,1529294976,57751968
Asia,,1980,80820512,25930128,738530496,1534435568,63050112
Asia,,1981,85858512,23368992,720859024,1556067824,62485856
Asia,,1982,93622528,22665504,728850208,1695178912,67472560
Asia,,1983,106061808,22694816,761683312,1812437904,69769888
Asia,,1984,114012688,22262464,760983488,1974236480,86045376
Asia,,1985,126822032,16883712,790398080,2166409616,95388576
Asia,,1986,143324688,16418384,829972944,2281799968,100045520
